Count_1,Mean_1,Variance_1,StandardDev_1,Skewness_1,Kurtosis_1,Excess Kurtosis_1,Energy_1,Contrast_1,Homogeneity_1,Entropy_1,Correlation_1,Dissimilarity_1,MeanX_1,MeanY_1,StdDevX_1,StdDevY_1,Short Run Emphasis_1,Long Run Emphasis_1,Gray Level Non-Uniformity_1,Run Length Non-Uniformity_1,Run Percentage_1,Low Gray Level Run Emphasis_1,High Gray Level Run Emphasis_1,Small Zone Emphasis_1,Large Zone Emphasis_1,Zone Size Non-Uniformity_1,Zone Percentage_1,Gray Level Variance_1,Zone Size Variance_1,Zone Size Entropy_1,Low Gray Level Zone Emphasis_1,High Gray Level Zone Emphasis_1,Small Zone Low Gray Level Emphasis_1,Small Zone High Gray Level Emphasis_1,Large Zone Low Gray Level Emphasis_1,Large Zone High Gray Level Emphasis_1,Count_2,Mean_2,Variance_2,StandardDev_2,Skewness_2,Kurtosis_2,Excess Kurtosis_2,Energy_2,Contrast_2,Homogeneity_2,Entropy_2,Correlation_2,Dissimilarity_2,MeanX_2,MeanY_2,StdDevX_2,StdDevY_2,Short Run Emphasis_2,Long Run Emphasis_2,Gray Level Non-Uniformity_2,Run Length Non-Uniformity_2,Run Percentage_2,Low Gray Level Run Emphasis_2,High Gray Level Run Emphasis_2,Small Zone Emphasis_2,Large Zone Emphasis_2,Zone Size Non-Uniformity_2,Zone Percentage_2,Gray Level Variance_2,Zone Size Variance_2,Zone Size Entropy_2,Low Gray Level Zone Emphasis_2,High Gray Level Zone Emphasis_2,Small Zone Low Gray Level Emphasis_2,Small Zone High Gray Level Emphasis_2,Large Zone Low Gray Level Emphasis_2,Large Zone High Gray Level Emphasis_2,Class
0.9999999999999998,125.18464269862407,797.8910439284093,28.246965216256584,-0.06062970610546654,2.264766645859455,-0.7352333541405449,0.0008382083543413402,23.346527142349768,0.2482613080828345,7.3110271012797625,0.9851581634132359,3.601607521443506,124.11237486743816,124.42311190105796,27.68382662884097,28.09111306886438,0.9320064447707619,1.343612334801762,0.00988601820446668,0.8371483969424627,9.61538461381578e-05,7.474823549274652e-05,16724.152553434487,0.7736182110560776,3.230013106159895,0.5549553097248502,9.615384613284269e-05,770.0091381874245,1.0502298299897592,0.9105750348324193,7.725570962756962e-05,16182.163171690694,6.078984210062319e-05,12294.521972627206,0.00022644598813571315,57355.82699868937,1.0,131.18617021276594,786.1566465946519,28.03848509806926,-0.5764455954956016,2.5528197607539576,-0.44718023924604244,0.0013091138654361708,20.025378784086104,0.29505167714786923,7.0038459021491635,0.9872557160443866,3.1598484842500207,130.39469694500107,130.23939391472734,28.054065263155998,27.958842198138292,0.9169555809444675,1.4611549646863313,0.010688378877479105,0.8058662164432365,0.000106564364854249,7.049287486925365e-05,17876.316161196508,0.744685848069634,5.630415025749773,0.5136738509838409,0.00010656436484410286,758.2798554615347,2.9025640189835595,1.0392250703356358,7.551864724364172e-05,16703.59618297486,5.8418673188877495e-05,11970.898742817852,0.00030495670386383267,124031.60708876098,COVID
1.0000000000000002,116.5033425088478,551.6394238780998,23.487005425939252,-0.013570396561153561,2.247756704187076,-0.7522432958129239,0.0007776858033356704,30.429743171920478,0.21693154766343153,7.376871920267665,0.9715452037694514,4.250100846544283,115.78230467718402,115.51929539928491,23.219893332745535,22.896139918167684,0.939658648828162,1.2711357813834328,0.011694963620255816,0.8530978304001458,9.50660709057583e-05,8.250769979514891e-05,14403.783803017363,0.8118223322025644,2.469868840836582,0.6135952301746779,9.506607090243921e-05,544.0161781837014,0.6414778774412121,0.7658485827383029,8.251890879096772e-05,14366.598546614672,6.680689646887446e-05,11676.208012930809,0.0002046845025903935,35454.14657922721,1.0,131.30153795811515,443.30387198023465,21.054782639111586,-0.2413410385248426,2.286462200607131,-0.7135377993928689,0.0008963304172844669,29.100287984228476,0.2202014078902813,7.231362268348668,0.966442544289177,4.156022360807055,130.40521766383122,130.49381668126492,20.748515226488067,20.879410320865507,0.9412367733260176,1.2805116361698348,0.01318605367720135,0.8569601288853893,6.63481953173002e-05,6.232990013934248e-05,17913.18084917392,0.8172304547521929,2.5130588756086762,0.6225226484347124,6.634819531440175e-05,435.3953922643268,0.6829613324517463,0.7630679854273162,6.289048275691398e-05,17734.573262505535,5.1616557775243665e-05,14423.054165578407,0.00015250405745279334,46468.59871624614,COVID
1.0,116.21167234483781,1358.5368864196753,36.85833537233709,0.3075311849200619,2.435501542067007,-0.5644984579329928,0.000556562808963153,44.60545980713657,0.17335675740018902,7.698029206811479,0.983976365272474,5.176452645237695,114.24431903092201,115.21976511892325,35.424475829842066,36.795985313158035,0.9564956121949513,1.1971365638766516,0.008029720357565112,0.891803297863866,9.238728749470329e-05,0.00010258781479105502,15249.831497797353,0.8263493607073977,2.2270428015564194,0.6372277398872301,9.238728749126454e-05,1307.5579485218677,0.5019598706235086,0.7164175166121627,0.00010437103658765892,14864.173346303502,8.621544179009611e-05,12211.297354146645,0.00022559383199537218,35018.4719844358,1.0,131.01581920903953,2228.3711245172203,47.205625983744994,0.11720341252737583,2.0583310676509647,-0.9416689323490353,0.000470774028434813,55.49570814368008,0.16079046204649292,7.818377503423792,0.9878693026641515,5.715372609107451,129.61100270588844,128.47580957306283,47.17447616216315,45.86569755184128,0.9581205780269658,1.212655186223468,0.006092920878942235,0.8963360756786269,9.72668028207139e-05,9.211268333849674e-05,19818.97196635963,0.8442311320846112,2.219024390243902,0.6683135037037422,9.726680281646706e-05,2113.2582365268026,0.5416835216023914,0.6804555906232646,9.432574550310126e-05,19124.2887804878,7.965436594001373e-05,15953.214639164755,0.0002024447829245551,46616.618048780496,COVID
1.0,139.8783993236579,2332.926878767975,48.30038176627566,0.08759586133425569,2.0136059883703,-0.9863940116297001,0.0005018208879849073,48.500580039369744,0.18255640764458403,7.816482100467179,0.9897728975811807,5.0284222730526436,138.3216357108001,139.04350346011537,47.53519060604081,48.46241539290536,0.955673293323331,1.2097524381095275,0.006048555554844016,0.8902342688612874,7.716049381558352e-05,7.920721380447733e-05,22251.70112528132,0.824763417441387,2.378787878787879,0.6347485047299511,7.716049381272719e-05,2257.195891765856,0.6164397503907326,0.7300519258043148,8.053280330099496e-05,21633.30471380471,6.654079612782362e-05,17580.94107041589,0.00018097677622005726,56130.721661054995,1.0,133.4255874673629,2413.971529789782,49.13218425624676,0.009008041027934779,1.8948524867161374,-1.1051475132838626,0.0004638030863780176,60.247116067006615,0.15311235940928838,7.864782306394469,0.9878777127759867,5.912941599510848,132.43871663077917,131.02036767645632,49.072713879736106,48.0248949653759,0.9627844097541066,1.1799816345270893,0.0059354701682589,0.9072234995437358,8.960573475056855e-05,9.593552259353497e-05,20576.823691460057,0.8446276616576115,2.076564580559253,0.6682249773881884,8.960573474713921e-05,2330.26033056654,0.45102446618536207,0.6576229441409418,9.803780890871831e-05,20060.07523302263,8.33274050316435e-05,16723.939100147996,0.00019787520029632366,44627.40146471372,COVID
0.9999999999999999,136.52116163890145,805.2211865839585,28.376419551873674,-0.31206592002879824,2.3763521225059416,-0.6236478774940584,0.0006192401077777365,72.31625729302547,0.1563764077678059,7.563252541879614,0.9537665598542686,6.4009356710173435,134.8348537696276,135.49497072853842,27.522407271065887,28.109404644934763,0.9593216869385482,1.1924636298592894,0.009957808694218362,0.8987611173831558,0.00013451708363754468,6.209647538187415e-05,19714.259957071306,0.8528679098411566,2.0649017933390263,0.6828689403411526,0.00013451708363133486,802.8957329515179,0.46607724103027365,0.63667294185382,6.295795668391309e-05,19450.807856532872,5.389111933154789e-05,16516.253842492384,0.00012312860190327732,42266.959009393664,1.0,118.54474142940153,960.5536344624846,30.99279971965238,0.06878183129614464,2.302271245564889,-0.697728754435111,0.0006228540907777401,85.18683325657237,0.13389815323531604,7.536838650420022,0.9536117859109308,7.0246875931043204,116.84242605399531,115.97988414630343,30.51736922226083,29.309833555220397,0.9720187143336689,1.1274924471299095,0.00896578650945741,0.9288518721922497,0.00011737089198331986,8.848420209069242e-05,15326.58157099698,0.8830947720367195,1.7013167013167012,0.7379773021706588,0.00011737089197811028,974.9865533581924,0.2788926779773015,0.5228101563679051,8.862323798490954e-05,15346.809078309081,7.829813103756577e-05,13594.173647882943,0.00015186324393027487,25549.326056826056,COVID
1.0,124.64542772861357,1281.0711600888562,35.792054426769866,0.47494031245151636,2.854662384641233,-0.1453376153587671,0.0004989583866571059,55.37695883800817,0.20285752874878388,7.883518059055683,0.9778446467773259,5.3048045457804935,122.88246942286185,123.55837780923375,33.894576386036015,35.283259194989334,0.9435982773313857,1.2736486486486487,0.007956271230540919,0.8625526801605601,5.69378807668788e-05,8.096597629442139e-05,17255.3423119065,0.8408323733182671,2.169073732218484,0.6617986004251948,5.6937880765894795e-05,1302.3481765687084,0.5090643632244174,0.6753056838007037,8.056889400170831e-05,17300.958193071994,6.721435881858376e-05,14681.639085133882,0.00018015577556620643,36158.64903898361,0.9999999999999999,139.27043090638932,1797.319041468604,42.39479969841353,0.31568492918247176,2.51697202266745,-0.4830279773325499,0.000461292665866346,52.76513686244435,0.1921098999609377,7.925921017320692,0.9864576693684565,5.216342728684624,138.81042025655654,137.20331737689943,42.53631543490754,40.73191394340346,0.9495220897076395,1.2468320732616336,0.006809689763922022,0.876147580289759,4.805843905678177e-05,6.872618509972294e-05,21549.91183047599,0.8346426841275786,2.3491216655823015,0.6515471375554439,4.8058439055645715e-05,1795.7822206068995,0.6235821752819058,0.7064826817444295,6.94321330265264e-05,21283.215614834113,5.768969497865415e-05,17796.767241144644,0.00015497039640763481,53482.480156148355,COVID
1.0,120.81913353380111,1003.5220261564643,31.67841577725225,0.8892978880292014,3.5658080043813407,0.5658080043813407,0.0006830328392751247,47.591769260420435,0.2032557051537062,7.581887402140292,0.9770485304836045,4.9996580021660355,119.02382579582479,120.05654353396547,29.520970348641917,31.48548249596573,0.9451508833827814,1.258239114746211,0.009927370683871482,0.865925145415556,6.516780709545265e-05,7.985934546840515e-05,16047.577098869375,0.8373815193158933,2.110887964424042,0.6557909098916175,6.51678070939426e-05,1036.0668992219835,0.45181388693974356,0.679188462008183,7.89304178049325e-05,16240.43207574235,6.517021893670958e-05,13814.13435394964,0.00017692568009518577,31928.94563190357,1.0,125.95676392572946,1218.7535683076642,34.910651215748814,0.7805984322759033,3.0366640064826815,0.03666400648268153,0.0006687202640191632,46.49031112902689,0.20568694731570608,7.572369358849837,0.9820720488797842,4.856031658725989,125.25395740648837,123.93558950273794,34.81829467546993,32.900524936520924,0.9447782644074287,1.2739804709936815,0.008890605377468414,0.8655154710887897,6.793478259894052e-05,7.525005399863918e-05,17591.244830557145,0.8313976850657636,2.1904926534140015,0.6456651443736137,6.793478259695237e-05,1256.6518949075307,0.49171724619934976,0.7012615900746727,7.548259027214744e-05,17573.589801210037,6.249360757010432e-05,14725.053392669817,0.00016986892714120335,36879.90734658603,COVID
0.9999999999999999,106.31040462427747,594.9654986802099,24.391914616942433,0.21537520908902122,2.641085744311292,-0.35891425568870794,0.0009614391784827385,35.41004183042137,0.20725646259706812,7.166746911353697,0.9688130476980061,4.490137476243224,104.89629405113672,105.24297665713004,23.308445385121043,23.97132588837855,0.9467541940189643,1.2728977805564237,0.012072726259422437,0.8705669682856558,0.00019708316903575138,0.00010144154204325423,12253.33541731791,0.8382638534434306,2.131098696461825,0.6572882658309569,0.00019708316902395753,577.1050501350692,0.47050411090795374,0.6783236783082731,0.00010144296447706486,12191.843202979517,8.415710889463554e-05,10266.196980917517,0.000227503760151703,25391.483054003722,1.0,122.83251798561152,1006.0715181201801,31.718630457826833,-0.5266074618605238,2.156888056267354,-0.8431119437326462,0.001077573782594197,24.4547085128686,0.2563602165309454,7.08486511462684,0.9878618189374246,3.6379671140095726,121.88789234024286,121.65440953014813,31.79264356642664,31.512782404094125,0.9293534207161127,1.384590792838875,0.0099054156019602,0.8319702085892755,0.00014940983111912549,8.641462904952698e-05,16239.786125319695,0.7988743888076716,3.2770437654830733,0.5934787157092537,0.00014940983110520213,962.1896325470207,1.2184941431978498,0.8458749299237264,8.989281217617805e-05,15563.050371593727,7.244558015824412e-05,12189.668050589446,0.0002473579051727426,60592.197357555764,COVID
1.0,111.35213508973565,1179.7402922763313,34.34734767454878,0.11553395487131628,2.2355319639441165,-0.7644680360558835,0.0004930430843709521,42.93341764902573,0.1842656913526109,7.826238235086403,0.9815435971712572,4.9334176524588145,109.90938656519059,110.49444393256015,33.21069725689971,34.099026377393066,0.953473466159664,1.2102385217309326,0.008068592543370952,0.8847176889854363,4.986287708330703e-05,0.00011056871544458491,13879.869520128217,0.8391247613335845,2.0473339358337097,0.6585693256186445,4.9862877082375015e-05,1149.8112503673583,0.41458580868897643,0.6660691628281378,0.00011037192475420114,13752.866583822868,9.234626642352085e-05,11503.03761945039,0.00023621125732717246,28385.400248531405,0.9999999999999999,102.17505139024126,1607.636131867423,40.09533803158945,0.11538758958803827,2.210519823561386,-0.7894801764386141,0.00044149814311857897,58.050516258682144,0.17194525319290854,7.926333399672626,0.9820833800657718,5.52758965187878,101.17708447860836,100.21505494612923,39.976051102862655,38.648703271623596,0.9561739782886334,1.1978160919540228,0.007043282830083445,0.8909818469051188,6.332320161379543e-05,0.00017911509981659218,12331.777701149424,0.8418840434267051,2.044809044533298,0.6633238228581246,6.33232016123433e-05,1540.461212946364,0.42079211896675117,0.6599504909454792,0.00017733696299304693,12166.196608300026,0.0001468093485599229,10224.150962225836,0.00038083326285707933,25617.542120501872,COVID
1.0,131.0822556992401,389.26386458253154,19.729771022050194,0.44893019005467993,2.6380528414023314,-0.3619471585976686,0.0011226799175519013,29.570079382758017,0.22868935177746497,7.119233955306059,0.9586377598257292,4.053243908561019,130.01464547905627,130.10922527647,18.773001887293084,19.00142212989352,0.9378728899883584,1.2981664726426076,0.014769084283509353,0.8496936242548115,9.290226680179134e-05,6.0797066667708654e-05,17956.30704307334,0.7963735112692968,2.8121836925960637,0.5894896480108309,9.290226679789655e-05,398.9517212601786,0.835352963319726,0.8295405994735816,6.051104561268204e-05,18053.11715089035,4.782363339402093e-05,14501.797684567098,0.00017467542255138896,49271.06447985007,1.0,137.37073669849934,323.49454611484697,17.985954134124967,-0.21130295639830332,2.5867548952021493,-0.4132451047978507,0.0012169343815033543,24.269740324276707,0.2438929799296925,6.9814317504925425,0.9616613469084099,3.7299063763063325,136.831655160425,136.50574101103902,17.906805827467846,17.43930886165507,0.9344467306812985,1.3172465394687616,0.015474866054478743,0.8421275423275014,6.6693343991793e-05,5.5372867847357865e-05,19421.91414141414,0.794388998522469,3.064579256360079,0.5864177908423399,6.669334398795396e-05,328.45290557182307,1.0069546300287473,0.8557351521982466,5.583291762801936e-05,19270.844178082185,4.462568329849755e-05,15219.598575636282,0.0001642988940191053,61156.54256360078,COVID
