Filename,Min,Max,Count,Frequency Count,Sum,Mean,Variance,Standard Deviation,Skewness,Kurtosis,Excess Kurtosis,Energy,Contrast,Homogeneity,Entropy,Correlation,Dissimilarity,TotalSum,MeanX,MeanY,StdDevX,StdDevY,Class
enh_1841.png,1,239,1.0,375,117.74133333333333,117.74133333333333,4103.311758222222,64.05709764126237,-0.03108624789426475,1.830259387376547,-1.169740612623453,0.002873192132435374,4070.4062384363488,0.031425719012696626,5.8557544892970075,0.5170953820957899,47.690340773607,0.9999999971590909,116.96022727272732,117.8494318181818,64.99229497509818,64.8331997864831,Glioma
enh_1842.png,1,231,1.0,413,116.90556900726394,116.90556900726394,3535.1024629328895,59.45672765072839,-0.11406326816346359,1.8831470739601683,-1.1168529260398317,0.0026570304890141372,3244.2319504014663,0.03716449623017633,5.939567785225656,0.5512535220756039,41.14948443002707,0.9999999974226803,116.72938144329889,119.26030927835048,60.17287340994452,59.953605455678684,Glioma
enh_1843.png,1,238,1.0,363,114.57575757575759,114.57575757575759,3290.618916437098,57.363916501901244,-0.12132104620784653,2.0809716915361545,-0.9190283084638455,0.0029846590090270813,3084.2005808725667,0.04887926024791467,5.817821365374413,0.5462249144676541,38.33628307275434,0.9999999970501474,115.24778761061951,117.31268436578175,58.49416133077705,58.01309108928478,Glioma
enh_1844.png,1,210,1.0,211,104.54976303317537,104.54976303317537,2007.6408885694393,44.806705843762266,0.2526718128431982,2.2110902805188193,-0.7889097194811807,0.0051020407642648905,3062.4387598855164,0.01999260853508456,5.278114637403393,0.26508101485219043,42.13265284626197,0.9999999948979593,106.36224489795919,105.89285714285717,45.807119941293905,45.479797484628214,Glioma
enh_1845.png,1,254,1.0,619,148.82229402261714,148.82229402261714,2362.2721362560387,48.603211172267606,-0.231480175798897,2.6600758675315292,-0.33992413246847075,0.0017297813543917118,1982.9180853533821,0.035998968039740314,6.363857020279447,0.5699234934599382,32.255972641201396,0.9999999982935153,151.19965870307166,147.63651877133114,48.155175041716205,47.55735851081943,Glioma
enh_1846.png,1,137,1.0,505,82.48910891089109,82.48910891089109,388.08354475051465,19.69983616049927,-0.0894385806682094,3.579218424635176,0.5792184246351759,0.00239022180965682,441.7638288473114,0.06835948298482386,6.06903164082288,0.4066819558381343,15.223404222928927,0.9999999978723404,81.75106382978726,81.94042553191488,19.42612159420924,19.15937254934792,Glioma
enh_1847.png,1,156,1.0000000000000002,447,90.36465324384788,90.36465324384787,1072.1108758864714,32.74310424939076,0.11137855437122178,1.6978156124619646,-1.3021843875380354,0.002545008942306725,377.4514553945353,0.07667367255135127,5.987375415857882,0.8283968945671195,14.606796081051447,0.9999999975728158,90.28883495145621,88.08009708737855,33.461781833874014,32.3305273603026,Glioma
enh_1848.png,1,147,1.0,222,73.05405405405406,73.05405405405406,572.4565376186998,23.926063980912108,1.009838442439252,3.5610213544581377,0.5610213544581377,0.005479659549483485,253.38693340006577,0.08877739940156745,5.230608073565253,0.7705537201040217,12.251256219842952,0.9999999949748744,70.77386934673369,71.61809045226134,22.97877801708976,23.8842449599334,Glioma
enh_1849.png,1,114,0.9999999999999999,134,66.73880597014926,66.73880597014927,334.6705836489196,18.29400403544614,0.552113732561385,2.799397698985473,-0.20060230101452703,0.008868583568668747,178.54098214310667,0.10263616311146491,4.747205671349605,0.7079424475684418,10.37704909527009,0.9999999918032788,65.35245901639341,64.76229508196718,17.744970182619586,17.15840048120729,Glioma
enh_1850.png,1,119,1.0,55,38.14545454545455,38.14545454545455,1050.7424793388427,32.41515817235577,1.0745214202459452,3.1151741677415123,0.11517416774151235,0.02222222123456794,1128.911086024198,0.06881191461682643,3.806662427400046,0.49501354574268397,23.799999471111118,0.9999999777777784,36.39999999999999,39.62222222222222,32.14024786152246,34.31247800256138,Glioma
enh_1851.png,1,161,1.0,106,69.38679245283019,69.38679245283019,1432.4069953720186,37.847153068256254,0.09709424908056401,2.096434964135576,-0.9035650358644238,0.010989010747494268,1703.9340472095164,0.03704369608745211,4.510859467935971,0.40213544931677936,30.681318344161344,0.9999999890109892,63.846153846153854,66.967032967033,37.14803246736457,38.11995232602128,Glioma
