Max_R1,Sum_R1,Mean_R1,Variance_R1,StandardDev_R1,Skewness_R1,Kurtosis_R1,Excess Kurtosis_R1,Energy_R1_D1_T1,Contrast_R1_D1_T1,Homogeneity_R1_D1_T1,Entropy_R1_D1_T1,Correlation_R1_D1_T1,Dissimilarity_R1_D1_T1,MeanX_R1_D1_T1,MeanY_R1_D1_T1,StdDevX_R1_D1_T1,StdDevY_R1_D1_T1,Short Run Emphasis (SRE)R_1_T1,Long Run Emphasis (LRE)R_1_T1,Gray Level Non-Uniformity (GLN)R_1_T1,Run Length Non-Uniformity (RLN)R_1_T1,Run Percentage (RP)R_1_T1,Low Gray Level Run Emphasis (LGRE)R_1_T1,High Gray Level Run Emphasis (HGRE)R_1_T1,Max_R2,Sum_R2,Mean_R2,Variance_R2,StandardDev_R2,Skewness_R2,Kurtosis_R2,Excess Kurtosis_R2,Energy_R2_D1_T1,Contrast_R2_D1_T1,Homogeneity_R2_D1_T1,Entropy_R2_D1_T1,Correlation_R2_D1_T1,Dissimilarity_R2_D1_T1,MeanX_R2_D1_T1,MeanY_R2_D1_T1,StdDevX_R2_D1_T1,StdDevY_R2_D1_T1,Short Run Emphasis (SRE)R_2_T1,Long Run Emphasis (LRE)R_2_T1,Gray Level Non-Uniformity (GLN)R_2_T1,Run Length Non-Uniformity (RLN)R_2_T1,Run Percentage (RP)R_2_T1,Low Gray Level Run Emphasis (LGRE)R_2_T1,High Gray Level Run Emphasis (HGRE)R_2_T1,Class
184,123.93918443871573,123.93918443871573,771.5825447297508,27.777374691099784,-0.05060355464660295,2.279944645264332,-0.7200553547356678,0.000906508448830814,19.057722120565657,0.26812300405165984,7.2643103260941215,0.9875892457581442,3.2468694092728896,123.15861657722088,123.45163983303499,27.345155839883557,27.73142905309006,0.9234601788922743,1.3873916100304666,0.009929814371530806,0.8187073868192731,7.748934520595284e-05,7.613361810935413e-05,16381.382352941178,181,129.99663003663,129.99663003663002,782.3133952367535,27.969865842308817,-0.5418161886691357,2.518132133159401,-0.4818678668405991,0.001392231538092863,15.988609110313549,0.31965610955797574,6.965358462963304,0.989805464962962,2.8291366902234687,129.51154076738592,129.31459832134288,28.014976271095335,27.900416699400036,0.8977266992266992,1.5733333333333335,0.011228681451212051,0.7663220275548007,8.599931199290332e-05,7.02153929938214e-05,17942.43047619048,COVID
173,115.30004161464836,115.30004161464836,523.0185892616889,22.869599674276962,-0.02920127378000031,2.23537702938601,-0.7646229706139902,0.0008366659686681132,24.812871074553314,0.23108971088023889,7.310501178774719,0.9758360109526585,3.830258693402231,114.84192111959297,114.57273112807479,22.73790282223081,22.425392528601044,0.9369419013270449,1.2972326258843112,0.011937238943903817,0.8473884296195385,7.532956684715355e-05,8.410004193494851e-05,14048.718268830627,181,130.1352948903192,130.1352948903192,429.66591964573377,20.728384395454793,-0.22318033448923766,2.281607437111169,-0.7183925628888308,0.0009379853019145666,23.945945942726315,0.23502344000328704,7.1842829338874035,0.9717829635281522,3.768455021679639,129.55613822777988,129.62498319214734,20.544202294848787,20.641594998689715,0.9346528040262911,1.3252331538158413,0.013309570282090637,0.8425889718699376,5.3101104495998604e-05,6.323640061328819e-05,17626.13148561671,COVID
202,114.30005892751916,114.30005892751916,1298.4011844396625,36.03333435084328,0.34904023796429007,2.5347414224008413,-0.4652585775991587,0.0005762311634710141,34.33678756062929,0.19158316901083242,7.675868610215754,0.9874302006029149,4.556573080545036,112.78623930594019,113.74045065670597,34.873425072335046,36.17999500729962,0.9488302560073333,1.2483205657041838,0.008193529500470037,0.8745549304496151,7.404664938038837e-05,0.00010634116650187224,14592.50477312905,232,128.4234547377966,128.4234547377966,2148.8175124413924,46.355339632467285,0.15825896808172238,2.0816263270515627,-0.9183736729484373,0.0004814424642782784,42.14808496787875,0.17605498398782504,7.817306231495787,0.9906506460531566,4.972398820751668,127.68460226391703,126.5611722747712,46.53129919474707,45.32845981228326,0.9558208654475847,1.2049267039443858,0.006129882524903594,0.8905530651161461,7.730364872053756e-05,9.654101601238125e-05,18899.248148707877,COVID
237,138.209229390681,138.209229390681,2287.3766979724696,47.826527136856484,0.10106832950627191,2.0027806022520624,-0.9972193977479376,0.0005260645367031472,36.2124399684186,0.20350847086603968,7.790671140758096,0.9922642346531182,4.38806311406494,137.06105648296355,137.79213354676415,47.19320070443768,47.991345378587155,0.9485930032855437,1.2466397849462367,0.0061541967352853,0.8737963243005827,6.173601678528168e-05,8.146961421967248e-05,21666.586245519717,228,131.37300152926454,131.37300152926454,2349.6805556648105,48.47350364544336,0.0251053729176394,1.8939569256635815,-1.1060430743364185,0.000468372323935697,43.829605350644314,0.17526994206972954,7.867914582916673,0.991079511368178,5.079356032899371,130.99501353469145,129.6181792278101,48.490334654854614,47.643863196122375,0.9550416685975561,1.2278604198526346,0.005993689625392268,0.889222976421706,7.183908044978276e-05,9.999412920665731e-05,19872.292089531486,COVID
194,134.8702235039654,134.8702235039654,768.6298775996494,27.72417496697872,-0.32579426731657884,2.377772306316015,-0.622227693683985,0.0006442372123010688,56.40174105271354,0.174338254612469,7.547895034188374,0.962811300206195,5.614928689458233,133.7308760881647,134.3059825893683,27.183978570269982,27.632636630427537,0.9546821176800447,1.2153929343907715,0.010290411684787415,0.8880267717652595,0.00010834236184396043,6.33938083406919e-05,19229.347512617158,196,115.28578267113451,115.28578267113451,859.6335029896279,29.319507209188014,0.07106864058372335,2.367320173923504,-0.6326798260764961,0.00062835026350341,64.78931749139714,0.15948940539571924,7.549745831787023,0.9618914455250803,6.099901086523261,114.43793273986145,113.61003956478731,29.28111396581773,28.20713457705299,0.9577162783894475,1.2022498803255144,0.009562157516144844,0.8949774753175407,9.446438690351889e-05,9.252301693906843e-05,14382.016754427956,COVID
235,123.03699291906558,123.03699291906558,1187.547900268562,34.46081688336134,0.43156181255694737,2.8072800237030435,-0.19271997629695647,0.0005448206431798805,41.34755441807719,0.22466970296740552,7.810178304053869,0.9826167743791314,4.598965331591124,121.77129803816233,122.42024993281429,33.03181210927083,34.28036461266665,0.9338454694519813,1.3391569055654822,0.008292212287159402,0.841383367506743,4.5417385772269187e-05,8.284973369955319e-05,16572.72351267289,252,137.56632853660454,137.56632853660454,1713.0245578264821,41.38870084729022,0.2836403421834047,2.4484849128232304,-0.5515150871767696,0.0005009455478732517,38.224189023770386,0.2138615885340766,7.855457381370821,0.9898819308797693,4.466239487027127,137.57036443732486,136.10020024028861,41.675214490771666,40.20759072928056,0.9400423638827238,1.2960603916017928,0.006989292600042517,0.8546981791036034,3.781004234427424e-05,7.039803515576946e-05,20913.651961940708,COVID
230,119.16723940435284,119.16723940435284,918.6133209631281,30.308634429203966,0.8690575803992132,3.559076757522259,0.5590767575222588,0.0007446199105595487,35.01083937695877,0.2235826002259082,7.51709746191019,0.9820004474811519,4.337006180745603,117.89742900653927,118.8441279226015,28.73059765072162,30.37370746744319,0.9355379198702714,1.3155344083179132,0.010529045769880542,0.8445485330401652,5.1695616207190165e-05,8.212393088627377e-05,15358.778747026168,232,124.21965622693241,124.21965622693241,1135.526041978203,33.69756730059609,0.7779462925982259,3.044139820845997,0.04413982084599688,0.0007269098378463953,31.620767490957693,0.22389739545093346,7.507000895480841,0.9874508973658715,4.136945071037667,124.07363216166821,122.75577770611642,33.77256124151463,32.15000168579661,0.9409416558285586,1.2860908995043763,0.00934558362936278,0.8566403351920957,5.446623093107561e-05,7.755332761385871e-05,16815.48834756933,COVID
169,104.39934609995329,104.39934609995329,544.6597660366838,23.33794691134342,0.21654480775560694,2.7584411381660687,-0.24155886183393127,0.0010247511534270657,26.702773786058643,0.22914284204490354,7.113858241155929,0.975072711130818,3.913677665252584,103.3840267814449,103.78790052606469,22.488879511744194,23.208909567580047,0.9338295318906015,1.3449322746380197,0.012583005533199899,0.8416052901676683,0.00016025641021898465,0.00010594418113479827,11653.681924334422,178,121.34962581852197,121.34962581852197,1003.3836083726168,31.676230968545116,-0.4990309812155465,2.084977610326777,-0.915022389673223,0.001138253800463977,18.978406905235456,0.28647927431234904,7.07133281872406,0.9905628130575951,3.1900191930925894,120.766074856046,120.57125719769682,31.746427104031653,31.53596351960448,0.9081115183834682,1.5329747427502338,0.010551418885646372,0.7875163746308602,0.0001218323586459718,8.878672806277325e-05,15972.814546304957,COVID
190,109.71191406249997,109.71191406249997,1113.2377375194005,33.36521748047509,0.10337963361002979,2.2422334209182213,-0.7577665790817787,0.0005234774373501161,33.32648724976435,0.19917463900352253,7.768732428916947,0.9851265397221232,4.408073654078692,108.7116147308781,109.28966005665721,32.566379905515994,33.377499258423335,0.9474279010106647,1.2377929687499998,0.008200003175747369,0.8707267896862294,3.956948401116831e-05,0.00011387368449865769,13370.365652901784,195,100.24069160318415,100.24069160318415,1525.651046410327,39.0595832851597,0.11652092484839642,2.2246722308487827,-0.7753277691512173,0.0004710076823885551,44.05230581082208,0.19206890744008948,7.8807778826950114,0.9859357994328448,4.857466654619644,99.74718856246186,98.81108883270855,39.130372102259635,37.94044127025674,0.9484027599456,1.246683214927673,0.007119549266310341,0.873358584513735,5.07202272222766e-05,0.0001855455120603195,11775.32868270136,COVID
190,129.6524177335732,129.6524177335732,342.3784988101565,18.503472614894655,0.38036628802959643,2.583698602986505,-0.4163013970134948,0.00124448576889394,23.17494064071077,0.25632884737536715,7.02423967774064,0.9643311112563553,3.580725231644662,128.92639758256007,129.03615368012066,17.88543596463593,18.113347011883782,0.9240659424634665,1.367368532430431,0.015979876982101678,0.8196701369725862,7.337295472112341e-05,6.214371883765663e-05,17412.432758438263,180,136.28061014154187,136.28061014154187,306.7015245418403,17.512895949609256,-0.25843644492981266,2.5191573809306993,-0.4808426190693007,0.001312354493224958,19.558761432855913,0.2729722836045301,6.915162799738066,0.9682125855238963,3.318085854564646,136.08121041520073,135.76016889514457,17.618548464735227,17.245257902584708,0.9179020276976164,1.3917823278823689,0.016180405717537618,0.8063232085302967,5.2854122614301314e-05,5.597589766854154e-05,19152.66744537584,COVID
