Energy_1_0,Contrast_1_0,Homogeneity_1_0,Entropy_1_0,Correlation_1_0,Dissimilarity_1_0,TotalSum_1_0,MeanX_1_0,MeanY_1_0,MeanZ_1_0,StdDevX_1_0,StdDevY_1_0,StdDevZ_1_0,Category,File
0.03571428570643642,0.0,0.9999999998901098,3.3322045099189173,3.0531133177191805e-16,0.0,0.9999999998901099,255.00000000000009,255.00000000000009,13.499999999999998,8.526512828652711e-14,8.526512828652711e-14,8.077747210257924,normal,0
0.035714285703656465,0.0,0.9999999998511899,3.3322045098281485,,0.0,0.9999999998511905,255.0,255.0,13.5,0.0,0.0,8.077747210100734,normal,1
0.03571428570462276,0.0,0.9999999998647185,3.332204509859701,6.938893903907228e-18,0.0,0.9999999998647187,255.0000000000001,255.0000000000001,13.5,1.1368683771392616e-13,1.1368683771392616e-13,8.077747210155371,hyperplasia,2
0.03571428570092959,0.0,0.9999999998130136,3.3322045097391144,-6.938893903907228e-18,0.0,0.9999999998130142,254.99999999999991,254.99999999999991,13.5,8.526512828324034e-14,8.526512828324034e-14,8.077747209946544,normal,3
0.035714285708448146,0.0,0.9999999999182739,3.3322045099846047,-3.469446951953614e-17,0.0,0.999999999918274,255.0000000000002,255.0000000000002,13.5,1.9895196600469832e-13,1.9895196600469832e-13,8.077747210371676,hyperplasia,4
0.035714285697278914,0.0,0.9999999997619045,3.3322045096199173,-1.3877787807814457e-16,0.0,0.9999999997619048,254.9999999999999,254.9999999999999,13.500000000000002,1.1368683770808187e-13,1.1368683770808187e-13,8.077747209740119,normal,5
0.03571428570011338,0.0,0.9999999998015877,3.332204509712466,1.942890293094024e-16,0.0,0.9999999998015874,255.00000000000009,255.00000000000009,13.499999999999998,8.526512828275317e-14,8.526512828275317e-14,8.077747209900393,hyperplasia,6
0.03571428568071966,0.0,0.9999999995300751,3.332204509079241,2.3592239273284576e-16,0.0,0.9999999995300752,254.99999999999983,254.99999999999983,13.499999999999998,1.7053025654235582e-13,1.7053025654235582e-13,8.07774720880379,normal,7
0.03571428570714,0.0,0.9999999998999602,3.332204509941892,2.0122792321330962e-16,0.0,0.9999999998999599,254.99999999999994,254.99999999999994,13.499999999999998,5.6843418857964714e-14,5.6843418857964714e-14,8.077747210297707,normal,8
0.035714285704281715,0.0,0.9999999998599437,3.3322045098485633,-5.551115123125783e-17,0.0,0.999999999859944,255.00000000000006,255.00000000000006,13.5,5.684341885682737e-14,5.684341885682737e-14,8.077747210136087,normal,9
0.03571428568158033,0.0,0.9999999995421243,3.332204509107343,3.469446951953614e-17,0.0,0.9999999995421246,254.99999999999986,254.99999999999986,13.5,1.4210854711948603e-13,1.4210854711948603e-13,8.077747208852454,normal,10
0.035714285703611987,0.0,0.9999999998505679,3.332204509826699,-1.3877787807814457e-17,0.0,0.9999999998505678,254.99999999999986,254.99999999999986,13.5,1.4210854714140222e-13,1.4210854714140222e-13,8.077747210098218,normal,11
0.03571428570113612,0.0,0.999999999815906,3.332204509745857,2.636779683484747e-16,0.0,0.9999999998159057,255.00000000000009,255.00000000000009,13.499999999999998,8.526512828336361e-14,8.526512828336361e-14,8.077747209958222,hyperplasia,12
0.035714285702309084,0.0,0.9999999998323268,3.3322045097841553,2.220446049250313e-16,0.0,0.9999999998323271,255.00000000000014,255.00000000000014,13.499999999999998,1.4210854714010614e-13,1.4210854714010614e-13,8.077747210024546,normal,13
0.03571428569619338,0.0,0.9999999997467066,3.332204509584475,-2.7755575615628914e-16,0.0,0.9999999997467073,254.99999999999983,254.99999999999983,13.500000000000002,1.7053025656082703e-13,1.7053025656082703e-13,8.077747209678739,normal,14
0.03571428570765969,0.0,0.9999999999072353,3.3322045099588573,-6.938893903907228e-18,0.0,0.9999999999072356,254.99999999999983,254.99999999999983,13.5,1.7053025657451448e-13,1.7053025657451448e-13,8.077747210327093,hyperplasia,15
