Min,Max,Count,Frequency Count,Sum,Mean,Variance,StandardDev,Skewness,Kurtosis,Excess Kurtosis,Category,File,Energy_1_0,Contrast_1_0,Homogeneity_1_0,Entropy_1_0,Correlation_1_0,Dissimilarity_1_0,TotalSum_1_0,MeanX_1_0,MeanY_1_0,MeanZ_1_0,StdDevX_1_0,StdDevY_1_0,StdDevZ_1_0,Short Run Emphasis_0,Long Run Emphasis_0,Gray Level Non-Uniformity_0,Run Length Non-Uniformity_0,Run Percentage_0,Low Gray Level Run Emphasis_0,High Gray Level Run Emphasis_0,Volume,Surface Area,Surface to Volume Ratio,Compactness,Sphericity,Elongation,Flatness,Rectangularity,Euler Number
1.0,91.07142857142857,0.35714285714285715,0.35714285714285715,91.07142857142857,255.0,0.0,0.0,,,,normal,0,0.03571428570643642,0.0,0.9999999998901098,3.3322045099189173,3.0531133177191805e-16,0.0,0.9999999998901099,255.00000000000009,255.00000000000009,13.499999999999998,8.526512828652711e-14,8.526512828652711e-14,8.077747210257924,0.26252845090123056,18.341269841269842,0.9999999920634921,0.16351725745759801,4.555393549851914e-05,1.52587890625e-05,65536.0,115005,615.0162209249577,0.005347734628276663,0.36157499687740047,18.59553605606428,2.1,0.5555555555555556,30.424603174603174,0
1.0,91.07142857142857,0.35714285714285715,0.35714285714285715,91.07142857142857,255.0,0.0,0.0,,,,normal,1,0.035714285703656465,0.0,0.9999999998511899,3.3322045098281485,,0.0,0.9999999998511905,255.0,255.0,13.5,0.0,0.0,8.077747210100734,0.2979220255810658,10.343749999999998,0.9999999921875,0.20800781087493903,4.5553935504168186e-05,1.52587890625e-05,65536.0,93840,473.6643033965891,0.005047573565607301,0.40994773348812336,21.083310309105894,1.8,0.5555555555555556,28.962962962962962,4
1.0,91.07142857142857,0.35714285714285715,0.35714285714285715,91.07142857142857,255.0,0.0,0.0,,,,hyperplasia,2,0.03571428570462276,0.0,0.9999999998647185,3.332204509859701,6.938893903907228e-18,0.0,0.9999999998647187,255.0000000000001,255.0000000000001,13.5,1.1368683771392616e-13,1.1368683771392616e-13,8.077747210155371,0.26038863076094637,17.392156862745097,0.9999999901960785,0.15224913345545832,4.55539354134511e-05,1.52587890625e-05,65536.0,93330,423.0331739668476,0.00453266017322241,0.4573481198420545,23.521077303859602,1.7,0.7692307692307693,42.23076923076923,-2
1.0,91.07142857142857,0.35714285714285715,0.35714285714285715,91.07142857142857,255.0,0.0,0.0,,,,normal,3,0.03571428570092959,0.0,0.9999999998130136,3.3322045097391144,-6.938893903907228e-18,0.0,0.9999999998130142,254.99999999999991,254.99999999999991,13.5,8.526512828324034e-14,8.526512828324034e-14,8.077747209946544,0.34817221027395306,13.051546391752579,0.9999999896907218,0.2128812816824865,4.555393539043011e-05,1.52587890625e-05,65536.0,73440,456.9016586605208,0.006221427814004913,0.36091604593429183,18.561646693891625,2.0,0.8333333333333334,30.6,-8
1.0,109.28571428571429,0.42857142857142855,0.42857142857142855,109.28571428571429,255.0,0.0,0.0,,,,hyperplasia,4,0.035714285708448146,0.0,0.9999999999182739,3.3322045099846047,-3.469446951953614e-17,0.0,0.999999999918274,255.0000000000002,255.0000000000002,13.5,1.9895196600469832e-13,1.9895196600469832e-13,8.077747210371676,0.32428960450662175,20.83832335329341,0.9999999940119761,0.16906307044951294,4.555393558728025e-05,1.52587890625e-05,65536.0,154020,669.8871521559347,0.004349351721568203,0.40332664224521614,20.742792458034128,1.75,0.75,38.19940476190476,0
1.0,54.642857142857146,0.21428571428571427,0.21428571428571427,54.642857142857146,255.0,0.0,0.0,,,,normal,5,0.035714285697278914,0.0,0.9999999997619045,3.3322045096199173,-1.3877787807814457e-16,0.0,0.9999999997619048,254.9999999999999,254.9999999999999,13.500000000000002,1.1368683770808187e-13,1.1368683770808187e-13,8.077747209740119,0.44205769230769226,5.846153846153846,0.9999999923076924,0.2840236664542558,4.555393550964342e-05,1.52587890625e-05,65536.0,71400,364.0109522615169,0.005098192608704718,0.4445884442713786,22.864856577351134,2.5,0.4,52.888888888888886,0
1.0,81.96428571428571,0.32142857142857145,0.32142857142857145,81.96428571428571,255.0,0.0,0.0,,,,hyperplasia,6,0.03571428570011338,0.0,0.9999999998015877,3.332204509712466,1.942890293094024e-16,0.0,0.9999999998015874,255.00000000000009,255.00000000000009,13.499999999999998,8.526512828275317e-14,8.526512828275317e-14,8.077747209900393,0.22658966364323507,14.025641025641024,0.9999999871794875,0.18671926124850385,4.55539352760335e-05,1.52587890625e-05,65536.0,65790,306.49161732957225,0.004658635314326983,0.49999055831436967,25.71414653978166,1.5555555555555556,0.8181818181818182,47.467532467532465,0
1.0,81.96428571428571,0.32142857142857145,0.32142857142857145,81.96428571428571,255.0,0.0,0.0,,,,normal,7,0.03571428568071966,0.0,0.9999999995300751,3.332204509079241,2.3592239273284576e-16,0.0,0.9999999995300752,254.99999999999983,254.99999999999983,13.499999999999998,1.7053025654235582e-13,1.7053025654235582e-13,8.07774720880379,0.4434836545729403,6.933333333333333,0.9999999833333336,0.2699999955000001,4.555393510082606e-05,1.52587890625e-05,65536.0,34680,243.5877557256295,0.007023868388858982,0.41052324363853904,21.112908372702954,1.4444444444444444,0.9,29.641025641025642,2
1.0,109.28571428571429,0.42857142857142855,0.42857142857142855,109.28571428571429,255.0,0.0,0.0,,,,normal,8,0.03571428570714,0.0,0.9999999998999602,3.332204509941892,2.0122792321330962e-16,0.0,0.9999999998999599,254.99999999999994,254.99999999999994,13.499999999999998,5.6843418857964714e-14,5.6843418857964714e-14,8.077747210297707,0.2621316513463211,22.475806451612904,0.9999999919354838,0.15283558669669534,4.5553935492687854e-05,1.52587890625e-05,65536.0,122655,610.6249167638132,0.004978394005656624,0.3801509930216974,19.55088587024325,1.9166666666666667,0.8571428571428571,31.74301242236025,-6
1.0,100.17857142857143,0.39285714285714285,0.39285714285714285,100.17857142857143,255.0,0.0,0.0,,,,normal,9,0.035714285704281715,0.0,0.9999999998599437,3.3322045098485633,-5.551115123125783e-17,0.0,0.999999999859944,255.00000000000006,255.00000000000006,13.5,5.684341885682737e-14,5.684341885682737e-14,8.077747210136087,0.34688232940332214,15.669642857142858,0.9999999910714287,0.1690051005318422,4.555393545332674e-05,1.52587890625e-05,65536.0,93585,481.62549649573396,0.005146396286752513,0.40244064835506804,20.697226444144935,1.5454545454545454,0.7333333333333333,33.36363636363637,-4
1.0,81.96428571428571,0.32142857142857145,0.32142857142857145,81.96428571428571,255.0,0.0,0.0,,,,normal,10,0.03571428568158033,0.0,0.9999999995421243,3.332204509107343,3.469446951953614e-17,0.0,0.9999999995421246,254.99999999999986,254.99999999999986,13.5,1.4210854711948603e-13,1.4210854711948603e-13,8.077747208852454,0.6918342516069789,3.694214876033058,0.9999999917355372,0.4458028786324604,4.55539354835795e-05,1.52587890625e-05,65536.0,50745,368.3580899399312,0.007259002659176888,0.3498907319176633,17.994622906029534,1.6666666666666667,0.6923076923076923,28.914529914529915,-14
1.0,91.07142857142857,0.35714285714285715,0.35714285714285715,91.07142857142857,255.0,0.0,0.0,,,,normal,11,0.035714285703611987,0.0,0.9999999998505679,3.332204509826699,-1.3877787807814457e-17,0.0,0.9999999998505678,254.99999999999986,254.99999999999986,13.5,1.4210854714140222e-13,1.4210854714140222e-13,8.077747210098218,0.3835872013204375,9.360544217687076,0.999999993197279,0.21662270202954614,4.555393555016759e-05,1.52587890625e-05,65536.0,98430,522.6047558285319,0.005309405220243136,0.383576606305259,19.727062640978872,1.9,0.5882352941176471,30.473684210526315,4
1.0,72.85714285714286,0.2857142857142857,0.2857142857142857,72.85714285714286,255.0,0.0,0.0,,,,hyperplasia,12,0.03571428570113612,0.0,0.999999999815906,3.332204509745857,2.636779683484747e-16,0.0,0.9999999998159057,255.00000000000009,255.00000000000009,13.499999999999998,8.526512828336361e-14,8.526512828336361e-14,8.077747209958222,0.2964454563187282,12.182795698924732,0.999999989247312,0.18256445635582214,4.5553935370231054e-05,1.52587890625e-05,65536.0,73185,370.29148178353665,0.005059663616636423,0.4443018720174285,22.850118377179612,1.875,0.5333333333333333,40.65833333333333,-2
1.0,81.96428571428571,0.32142857142857145,0.32142857142857145,81.96428571428571,255.0,0.0,0.0,,,,normal,13,0.035714285702309084,0.0,0.9999999998323268,3.3322045097841553,2.220446049250313e-16,0.0,0.9999999998323271,255.00000000000014,255.00000000000014,13.499999999999998,1.4210854714010614e-13,1.4210854714010614e-13,8.077747210024546,0.3375134131033366,11.383928571428573,0.9999999910714287,0.1973852023192648,4.555393545332674e-05,1.52587890625e-05,65536.0,82875,491.1595758533847,0.005926510719196195,0.3639152248533959,18.715892259017632,1.8888888888888888,0.5294117647058824,31.862745098039216,-8
1.0,63.75,0.25,0.25,63.75,255.0,0.0,0.0,,,,normal,14,0.03571428569619338,0.0,0.9999999997467066,3.332204509584475,-2.7755575615628914e-16,0.0,0.9999999997467073,254.99999999999983,254.99999999999983,13.500000000000002,1.7053025656082703e-13,1.7053025656082703e-13,8.077747209678739,0.3375016298185941,9.937500000000002,0.9999999875000001,0.22124999723437505,4.5553935290634114e-05,1.52587890625e-05,65536.0,56355,323.3261186762197,0.00573731024179256,0.4274854397527848,21.98526163871001,2.142857142857143,0.5384615384615384,41.285714285714285,0
1.0,100.17857142857143,0.39285714285714285,0.39285714285714285,100.17857142857143,255.0,0.0,0.0,,,,hyperplasia,15,0.03571428570765969,0.0,0.9999999999072353,3.3322045099588573,-6.938893903907228e-18,0.0,0.9999999999072356,254.99999999999983,254.99999999999983,13.5,1.7053025657451448e-13,1.7053025657451448e-13,8.077747210327093,0.16136756087152912,25.801801801801805,0.9999999909909911,0.12263614855834651,4.55539354496625e-05,1.52587890625e-05,65536.0,126480,574.3266040129395,0.004540849177837915,0.4125368837975897,21.21646840452192,2.0,0.7333333333333333,34.84297520661157,-4
1.0,91.07142857142857,0.35714285714285715,0.35714285714285715,91.07142857142857,255.0,0.0,0.0,,,,normal,16,0.03571428570435957,0.0,0.9999999998610345,3.332204509851108,2.7755575615628914e-17,0.0,0.9999999998610339,254.99999999999997,254.99999999999997,13.5,2.842170942842919e-14,2.842170942842919e-14,8.07774721014049,0.34287853783488703,11.392592592592594,0.9999999925925926,0.1915500671682162,4.555393552262175e-05,1.52587890625e-05,65536.0,99960,481.030068682365,0.004812225577054472,0.42103586038793367,21.653564517334654,1.6,0.6666666666666666,41.65,-4
