Volume,Surface Area,Surface to Volume Ratio,Compactness,Sphericity,Elongation,Flatness,Rectangularity,Euler Number,Category,File
115005,615.0162209249577,0.005347734628276663,0.36157499687740047,18.59553605606428,2.1,0.5555555555555556,30.424603174603174,0,normal,0
93840,473.6643033965891,0.005047573565607301,0.40994773348812336,21.083310309105894,1.8,0.5555555555555556,28.962962962962962,4,normal,1
93330,423.0331739668476,0.00453266017322241,0.4573481198420545,23.521077303859602,1.7,0.7692307692307693,42.23076923076923,-2,hyperplasia,2
73440,456.9016586605208,0.006221427814004913,0.36091604593429183,18.561646693891625,2.0,0.8333333333333334,30.6,-8,normal,3
154020,669.8871521559347,0.004349351721568203,0.40332664224521614,20.742792458034128,1.75,0.75,38.19940476190476,0,hyperplasia,4
71400,364.0109522615169,0.005098192608704718,0.4445884442713786,22.864856577351134,2.5,0.4,52.888888888888886,0,normal,5
65790,306.49161732957225,0.004658635314326983,0.49999055831436967,25.71414653978166,1.5555555555555556,0.8181818181818182,47.467532467532465,0,hyperplasia,6
34680,243.5877557256295,0.007023868388858982,0.41052324363853904,21.112908372702954,1.4444444444444444,0.9,29.641025641025642,2,normal,7
122655,610.6249167638132,0.004978394005656624,0.3801509930216974,19.55088587024325,1.9166666666666667,0.8571428571428571,31.74301242236025,-6,normal,8
93585,481.62549649573396,0.005146396286752513,0.40244064835506804,20.697226444144935,1.5454545454545454,0.7333333333333333,33.36363636363637,-4,normal,9
50745,368.3580899399312,0.007259002659176888,0.3498907319176633,17.994622906029534,1.6666666666666667,0.6923076923076923,28.914529914529915,-14,normal,10
98430,522.6047558285319,0.005309405220243136,0.383576606305259,19.727062640978872,1.9,0.5882352941176471,30.473684210526315,4,normal,11
73185,370.29148178353665,0.005059663616636423,0.4443018720174285,22.850118377179612,1.875,0.5333333333333333,40.65833333333333,-2,hyperplasia,12
82875,491.1595758533847,0.005926510719196195,0.3639152248533959,18.715892259017632,1.8888888888888888,0.5294117647058824,31.862745098039216,-8,normal,13
56355,323.3261186762197,0.00573731024179256,0.4274854397527848,21.98526163871001,2.142857142857143,0.5384615384615384,41.285714285714285,0,normal,14
126480,574.3266040129395,0.004540849177837915,0.4125368837975897,21.21646840452192,2.0,0.7333333333333333,34.84297520661157,-4,hyperplasia,15
99960,481.030068682365,0.004812225577054472,0.42103586038793367,21.653564517334654,1.6,0.6666666666666666,41.65,-4,normal,16
115005,541.6560495072233,0.004709847828418098,0.41054556367052397,21.114056275525698,2.5,0.5,44.923828125,2,normal,17
88230,570.9929403873607,0.006471641622887461,0.32637778746200724,16.78536947261903,1.1428571428571428,0.9333333333333333,26.258928571428573,-12,normal,18
90270,415.31416792642904,0.004600799467446871,0.45560941999610555,23.431657250052673,1.8888888888888888,0.6428571428571429,42.142857142857146,2,hyperplasia,19
73695,438.6405090447937,0.005952106778543914,0.3768111614983858,19.37912079232228,1.5,0.8333333333333334,40.94166666666667,-6,hyperplasia,20
59415,395.88815597201943,0.006663101169267347,0.3616585238540959,18.599831787019706,2.25,0.6666666666666666,34.38368055555556,-10,normal,21
107610,543.1972450330052,0.005047832404358379,0.3916378660811924,20.141647300082102,1.9090909090909092,0.8461538461538461,35.83416583416584,-2,normal,22
111435,518.688399677028,0.00465462735834368,0.41980572445795045,21.590299531543565,1.8888888888888888,0.5625,45.520833333333336,2,hyperplasia,23
76245,462.20181263549466,0.0060620606287034515,0.3658050933067673,18.813086803080093,2.0,0.5294117647058824,27.685185185185187,-6,normal,24
99960,491.52457442800477,0.00491721262933178,0.4120463540929463,21.191240822725497,2.0,0.7142857142857143,35.7,2,normal,25
102255,615.6588217854829,0.006020818754931132,0.33398226712080303,17.176462266379584,1.5384615384615385,0.6842105263157895,20.69939271255061,-8,normal,26
100470,552.6301911272733,0.005500449797225772,0.36773091352362314,18.912130319886604,2.2222222222222223,0.6923076923076923,42.93589743589744,-12,normal,27
64515,381.71570525791924,0.005916696973694788,0.39625454095984386,20.37907949231468,1.3636363636363635,0.8461538461538461,30.076923076923077,-4,normal,28
66045,345.3702266660016,0.005229316778953768,0.44485199988284524,22.878411048534517,2.0,0.7272727272727273,46.90696022727273,0,normal,29
53550,372.1343413804709,0.006949287420737085,0.3589883711377566,18.46250779741674,1.5,0.6666666666666666,23.8,-4,normal,30
179775,774.6978748484233,0.004309263662068827,0.3866288997888175,19.884039849075048,1.6153846153846154,0.7647058823529411,38.73626373626374,-8,normal,31
90015,419.5246744959676,0.004660608504093402,0.4501869429268297,23.15278324403536,2.111111111111111,0.75,43.86695906432749,2,hyperplasia,32
51000,321.9084351148143,0.006311930100290477,0.401718260824154,20.660074584935714,2.142857142857143,0.5,34.69387755102041,-2,normal,33
85425,562.1316943622903,0.006580411991364241,0.3244584324688371,16.68665845750981,1.4615384615384615,0.8125,21.615637651821864,-14,normal,34
57375,327.1984603896941,0.005702805409842163,0.4275081129100997,21.98642770250866,1.1818181818181819,1.0,36.47488874761602,-2,normal,35
65280,414.6705303211954,0.0063521833688908605,0.3676411124860879,18.907511918598406,2.25,0.6153846153846154,34.87179487179487,-8,normal,36
78795,408.7038987512069,0.0051869268196104695,0.4228608442898383,21.747422096654805,2.857142857142857,0.5833333333333334,46.901785714285715,-2,hyperplasia,37
86955,474.03114408893373,0.005451453557459993,0.38934085378356903,20.02351364767095,1.5454545454545454,0.7333333333333333,31.0,-2,normal,38
83385,462.46609020383323,0.005546154466676659,0.3880781648295882,19.958574483806952,2.0,0.6428571428571429,36.76587301587302,0,normal,39
122910,634.1165814003168,0.005159194381257154,0.36657500521920816,18.852682806264582,1.8181818181818181,0.55,27.93409090909091,0,normal,40
49470,270.6604748542668,0.005471204262265349,0.46817718650076995,24.078008234495684,2.0,0.6363636363636364,45.890538033395174,-2,normal,41
