Short Run Emphasis_0,Long Run Emphasis_0,Gray Level Non-Uniformity_0,Run Length Non-Uniformity_0,Run Percentage_0,Low Gray Level Run Emphasis_0,High Gray Level Run Emphasis_0,Category
0.26252845090123056,18.341269841269842,0.9999999920634921,0.16351725745759801,4.555393549851914e-05,1.52587890625e-05,65536.0,normal
0.2979220255810658,10.343749999999998,0.9999999921875,0.20800781087493903,4.5553935504168186e-05,1.52587890625e-05,65536.0,normal
0.26038863076094637,17.392156862745097,0.9999999901960785,0.15224913345545832,4.55539354134511e-05,1.52587890625e-05,65536.0,hyperplasia
0.34817221027395306,13.051546391752579,0.9999999896907218,0.2128812816824865,4.555393539043011e-05,1.52587890625e-05,65536.0,normal
0.32428960450662175,20.83832335329341,0.9999999940119761,0.16906307044951294,4.555393558728025e-05,1.52587890625e-05,65536.0,hyperplasia
0.44205769230769226,5.846153846153846,0.9999999923076924,0.2840236664542558,4.555393550964342e-05,1.52587890625e-05,65536.0,normal
0.22658966364323507,14.025641025641024,0.9999999871794875,0.18671926124850385,4.55539352760335e-05,1.52587890625e-05,65536.0,hyperplasia
0.4434836545729403,6.933333333333333,0.9999999833333336,0.2699999955000001,4.555393510082606e-05,1.52587890625e-05,65536.0,normal
0.2621316513463211,22.475806451612904,0.9999999919354838,0.15283558669669534,4.5553935492687854e-05,1.52587890625e-05,65536.0,normal
0.34688232940332214,15.669642857142858,0.9999999910714287,0.1690051005318422,4.555393545332674e-05,1.52587890625e-05,65536.0,normal
0.6918342516069789,3.694214876033058,0.9999999917355372,0.4458028786324604,4.55539354835795e-05,1.52587890625e-05,65536.0,normal
0.3835872013204375,9.360544217687076,0.999999993197279,0.21662270202954614,4.555393555016759e-05,1.52587890625e-05,65536.0,normal
0.2964454563187282,12.182795698924732,0.999999989247312,0.18256445635582214,4.5553935370231054e-05,1.52587890625e-05,65536.0,hyperplasia
0.3375134131033366,11.383928571428573,0.9999999910714287,0.1973852023192648,4.555393545332674e-05,1.52587890625e-05,65536.0,normal
0.3375016298185941,9.937500000000002,0.9999999875000001,0.22124999723437505,4.5553935290634114e-05,1.52587890625e-05,65536.0,normal
0.16136756087152912,25.801801801801805,0.9999999909909911,0.12263614855834651,4.55539354496625e-05,1.52587890625e-05,65536.0,hyperplasia
0.34287853783488703,11.392592592592594,0.9999999925925926,0.1915500671682162,4.555393552262175e-05,1.52587890625e-05,65536.0,normal
0.33703817314246765,9.601226993865032,0.9999999938650306,0.20320674345580567,4.5553935580586306e-05,1.52587890625e-05,65536.0,normal
0.3489822178337191,18.2970297029703,0.99999999009901,0.1649838234816816,4.555393540902924e-05,1.52587890625e-05,65536.0,normal
0.2363032191069574,12.990654205607475,0.9999999906542058,0.1945148029685489,4.5553935434320596e-05,1.52587890625e-05,65536.0,hyperplasia
0.4156630099487243,9.558558558558559,0.9999999909909911,0.2258745211369149,4.55539354496625e-05,1.52587890625e-05,65536.0,hyperplasia
0.4362789351851851,8.052083333333334,0.9999999895833335,0.24761284464292177,4.555393538553815e-05,1.52587890625e-05,65536.0,normal
0.23414647037266084,20.09090909090909,0.9999999909090911,0.14776859369797143,4.555393544593163e-05,1.52587890625e-05,65536.0,normal
0.33919036596119934,12.465277777777777,0.9999999930555556,0.18036265306846921,4.555393554371153e-05,1.52587890625e-05,65536.0,hyperplasia
0.4211552403836152,11.275229357798162,0.9999999908256882,0.2369329159308402,4.55539354421323e-05,1.52587890625e-05,65536.0,normal
0.28388152880199696,14.403361344537815,0.9999999915966388,0.16856154084748085,4.555393547725213e-05,1.52587890625e-05,65536.0,normal
0.3282112217554262,14.47286821705426,0.9999999922480622,0.20028844265145065,4.5553935506927034e-05,1.52587890625e-05,65536.0,normal
0.4026347539015606,6.823529411764706,0.9999999941176471,0.2614532856592713,4.555393559209398e-05,1.52587890625e-05,65536.0,normal
0.3586796217194889,12.709302325581396,0.9999999883720931,0.1979448327442867,4.555393533036138e-05,1.52587890625e-05,65536.0,normal
0.3517098166127292,7.893203883495147,0.9999999902912623,0.23536619622558974,4.5553935417787095e-05,1.52587890625e-05,65536.0,normal
0.5413248077008581,5.92156862745098,0.9999999901960787,0.3044982669109167,4.555393541345111e-05,1.52587890625e-05,65536.0,normal
0.19334297521171515,30.03267973856209,0.9999999934640523,0.12478106629537772,4.555393556232017e-05,1.52587890625e-05,65536.0,normal
0.30490861468044006,13.787037037037035,0.9999999907407409,0.18089848940869024,4.555393543826261e-05,1.52587890625e-05,65536.0,hyperplasia
0.5000030193236715,6.23913043478261,0.9999999891304349,0.27481096109610015,4.5553935364906835e-05,1.52587890625e-05,65536.0,normal
0.2942718075145941,10.822033898305085,0.9999999915254238,0.23642631227389366,4.555393547400801e-05,1.52587890625e-05,65536.0,normal
0.2888143631436314,9.329268292682928,0.9999999878048782,0.2403331321077756,4.5553935304522514e-05,1.52587890625e-05,65536.0,normal
0.30536553139774425,12.141176470588233,0.9999999882352943,0.18809688360024426,4.555393532412966e-05,1.52587890625e-05,65536.0,normal
0.4137455197132617,8.298387096774194,0.999999991935484,0.22736732386878591,4.555393549268786e-05,1.52587890625e-05,65536.0,hyperplasia
0.28084537981859403,13.386792452830187,0.9999999905660379,0.17105731415698866,4.555393543030421e-05,1.52587890625e-05,65536.0,normal
0.3933114035087719,5.5592105263157885,0.9999999934210527,0.3234937651847709,4.555393556036137e-05,1.52587890625e-05,65536.0,normal
0.2402760100815358,16.0431654676259,0.9999999928057555,0.1671238536706063,4.5553935532332154e-05,1.52587890625e-05,65536.0,normal
0.31967177692332976,9.942028985507248,0.9999999855072466,0.20142826845231032,4.5553935199856347e-05,1.52587890625e-05,65536.0,normal
0.20926878881385685,16.36263736263736,0.9999999890109892,0.17594493225323166,4.555393535946562e-05,1.52587890625e-05,65536.0,normal
0.3000107437154756,12.915966386554622,0.9999999915966387,0.18593319524567123,4.555393547725213e-05,1.52587890625e-05,65536.0,normal
0.401833086071308,10.914893617021276,0.9999999893617022,0.22430963998584136,4.5553935375441974e-05,1.52587890625e-05,65536.0,normal
0.34994176458462173,14.669421487603305,0.9999999917355372,0.16904582880578203,4.55539354835795e-05,1.52587890625e-05,65536.0,hyperplasia
0.2867287581699346,8.823529411764705,0.9999999882352943,0.2470588206228374,4.555393532412966e-05,1.52587890625e-05,65536.0,hyperplasia
0.45281869269446906,10.208695652173914,0.999999991304348,0.25096408099350703,4.555393546393714e-05,1.52587890625e-05,65536.0,normal
0.2915992539743991,14.8130081300813,0.9999999918699187,0.18315817155605427,4.555393548970111e-05,1.52587890625e-05,65536.0,normal
0.40069952468166753,9.892307692307693,0.9999999923076923,0.23076922899408292,4.555393550964342e-05,1.52587890625e-05,65536.0,normal
0.363240251457726,10.401785714285715,0.9999999910714286,0.20918367160167642,4.555393545332674e-05,1.52587890625e-05,65536.0,normal
0.2117565835970295,19.64406779661017,0.9999999915254238,0.1732260829904713,4.555393547400801e-05,1.52587890625e-05,65536.0,hyperplasia
0.3343246063654507,10.578947368421053,0.9999999934210526,0.23476454139178454,4.555393556036136e-05,1.52587890625e-05,65536.0,hyperplasia
0.3148873765280456,25.130434782608692,0.999999989130435,0.16446124584942884,4.555393536490684e-05,1.52587890625e-05,65536.0,hyperplasia
0.24512661412819853,14.381294964028777,0.9999999928057555,0.1886548301732301,4.5553935532332154e-05,1.52587890625e-05,65536.0,hyperplasia
0.34791319727891146,9.207999999999998,0.9999999920000002,0.222911998216704,4.5553935495626835e-05,1.52587890625e-05,65536.0,hyperplasia
0.29732410106899904,10.92142857142857,0.9999999928571429,0.20163265162099125,4.5553935534673055e-05,1.52587890625e-05,65536.0,hyperplasia
0.2749841516316671,12.31304347826087,0.9999999913043479,0.22646502638612645,4.555393546393713e-05,1.52587890625e-05,65536.0,hyperplasia
0.39848600508905846,6.381679389312976,0.9999999923664125,0.2688071770168556,4.555393551231835e-05,1.52587890625e-05,65536.0,normal
0.2822996633811974,17.704819277108438,0.9999999939759037,0.1942952521319128,4.555393558563701e-05,1.52587890625e-05,65536.0,normal
0.34298611111111116,6.509999999999999,0.9999999900000001,0.28739999712599995,4.5553935404518955e-05,1.52587890625e-05,65536.0,normal
0.2324591726079821,20.729729729729733,0.9999999909909911,0.14682249685112433,4.55539354496625e-05,1.52587890625e-05,65536.0,hyperplasia
0.34265150809182127,15.41095890410959,0.9999999863013701,0.16757365129801532,4.55539352360318e-05,1.52587890625e-05,65536.0,normal
0.33011155045351476,9.74,0.9999999900000001,0.26199999738,4.5553935404518955e-05,1.52587890625e-05,65536.0,normal
0.24552304122403504,22.341269841269845,0.9999999920634921,0.1460065496096734,4.555393549851914e-05,1.52587890625e-05,65536.0,hyperplasia
0.22004163104505683,21.609756097560975,0.9999999918699187,0.15473593634526275,4.555393548970111e-05,1.52587890625e-05,65536.0,normal
0.3716346585804133,10.59433962264151,0.9999999905660379,0.23602705366510612,4.555393543030421e-05,1.52587890625e-05,65536.0,normal
0.3084444965725754,11.632183908045976,0.9999999885057473,0.202272424679918,4.555393533644986e-05,1.52587890625e-05,65536.0,normal
0.41388704930095654,6.357615894039734,0.9999999933774836,0.27459321777713364,4.555393555837662e-05,1.52587890625e-05,65536.0,normal
0.36565437641723353,8.616,0.999999992,0.22073599823411202,4.555393549562682e-05,1.52587890625e-05,65536.0,normal
0.5105228758169934,5.75735294117647,0.9999999926470591,0.29119809474465064,4.555393552510291e-05,1.52587890625e-05,65536.0,normal
0.28998285322359396,9.02469135802469,0.9999999876543213,0.25499161398349024,4.5553935297664054e-05,1.52587890625e-05,65536.0,normal
0.3302089941466004,11.374999999999998,0.9999999910714288,0.23309948771467293,4.555393545332675e-05,1.52587890625e-05,65536.0,normal
0.2690971962655636,17.945054945054945,0.9999999890109892,0.1517932600153138,4.555393535946562e-05,1.52587890625e-05,65536.0,normal
0.3308462293299387,9.426900584795323,0.9999999941520468,0.2383981382043678,4.5553935593661025e-05,1.52587890625e-05,65536.0,hyperplasia
0.2952773053665911,13.200000000000003,0.999999988888889,0.17456789929492458,4.555393535390347e-05,1.52587890625e-05,65536.0,normal
0.32292246682623665,13.074074074074074,0.9999999907407409,0.18158436045858106,4.555393543826261e-05,1.52587890625e-05,65536.0,hyperplasia
0.4482075825825826,8.567567567567568,0.9999999932432433,0.2477173102327355,4.555393555226145e-05,1.52587890625e-05,65536.0,normal
0.37991328524925594,19.75728155339806,0.9999999902912622,0.16863040650684025,4.555393541778709e-05,1.52587890625e-05,65536.0,normal
0.27319135802469136,8.044444444444444,0.9999999925925926,0.2895473229580856,4.555393552262175e-05,1.52587890625e-05,65536.0,normal
0.5989716312056738,3.9361702127659575,0.9999999929078015,0.36924701714884417,4.555393553698075e-05,1.52587890625e-05,65536.0,normal
0.4338208616780046,7.511627906976744,0.9999999883720931,0.27934018063503846,4.555393533036138e-05,1.52587890625e-05,65536.0,normal
