Count,Mean,Variance,StandardDev,Skewness,Kurtosis,ExKurtosis,Energy,Contrast,Homogeneity,Entropy,Correlation,Dissimilarity,MeanX,MeanY,MeanZ,StdDevX,StdDevY,StdDevZ,Short Run Emphasis,Long Run Emphasis,Gray Level Non-Uniformity,Run Length Non-Uniformity,Run Percentage,Low Gray Level Run Emphasis,High Gray Level Run Emphasis,Small Zone Emphasis,Large Zone Emphasis,Zone Size Non-Uniformity,Zone Percentage,Gray Level Variance,Zone Size Variance,Zone Size Entropy,Low Gray Level Zone Emphasis,High Gray Level Zone Emphasis,Small Zone Low Gray Level Emphasis,Small Zone High Gray Level Emphasis,Large Zone Low Gray Level Emphasis,Large Zone High Gray Level Emphasis,Volume,Surface Area,Surface to Volume Ratio,Compactness,Sphericity,Elongation,Flatness,Rectangularity,Spherical Disproportion,Euler Number,Class
1.0,83.40599178242907,2034.3807703768002,44.46274116546306,0.25322537949686846,2.9043798233797893,-0.0956201766202107,2.851718553917098e-05,179.24526451254363,0.17107079479706633,11.485673519014163,3.1480169897712615e-12,8.928707166045163,84.9742536625407,84.88990375754415,13.499999999973394,44.61730525874237,45.279203087880624,8.077747210692374,0.9537953793266631,1.3306611981108627,0.008415230804071205,0.8867941800535623,4.555393585722746e-05,0.007088726723448794,9459.424372358937,0.895488983872173,4.586024538146951,0.763910809799807,4.555393585684617e-05,1906.326677977344,3.0888440052913624,0.5099874101116589,0.004019977250810771,9586.497109011436,0.0027692731022771113,8640.533289004688,0.6785642408315372,15921.840502044855,1440915,6196.180966087961,0.004300171048318576,0.19360146005401607,9.956780645874806,1.037037037037037,0.9642857142857143,68.0704365079365,9.956780645874806,-246,[3]
1.0,110.67775076071204,1480.6117436833858,37.7992054628568,0.8077909942014497,7.032233955736858,4.032233955736859,1.2391115634118595e-05,1000.2141996416705,0.07274206174549286,11.929683667186527,1.8039250648804739e-12,20.355232081715915,111.3407721596631,110.6903648718469,13.49999999997766,38.0004368017837,37.83149740847702,8.077747210696877,0.9814555562070333,1.1042359198404406,0.011026107882722357,0.9526340741818743,4.5553935857895054e-05,0.0008699220236693955,13624.35145787824,0.9533542558905134,2.14993246285457,0.8855867650072551,4.5553935857779356e-05,1261.5489145842675,0.975426939518427,0.2607793754218793,0.0007257832391769501,13282.643503927162,0.0006064365012852408,12605.832353602671,0.002020627071004231,76455.67297013357,2395774,5119.8880490006995,0.0021370496753870356,0.3288344023503997,16.911711368843832,1.0,1.0,109.13693513119533,16.911711368843832,-37,[5]
1.0,202.61627434920243,1555.2257548703014,39.247582696248905,-0.38991297892040505,2.513986025293929,-0.48601397470607155,0.0002509271560509584,469.1185752071705,0.15431925908940172,11.464952330629233,1.7453078912654796e-12,15.245559334825963,203.58234126946604,203.64838435340405,13.499999999983899,43.34291848414135,43.50324915792142,8.077747210699627,0.9535134181838859,1.594900992593339,0.007591263031061479,0.8893976669857876,4.555393585776305e-05,2.9948956225996305e-05,41450.03582405401,0.9428640252464884,339.5647829083391,0.8624250135754801,4.555393585744206e-05,1684.222429496098,337.9753182480187,0.31479118532573813,3.117493456040095e-05,39411.14932230647,2.9507165112433492e-05,36952.93433561058,0.005201031428602224,22221459.143521708,4444281,4604.83464791201,0.0010361258993101493,0.5519852170646392,28.3881935835855,1.0,1.0,202.4544916180758,28.3881935835855,2,[4]
1.0,133.90518087490372,3088.902943631126,55.340267466774755,-0.3993255880860174,2.4671018960460285,-0.5328981039539714,3.9944053996771825e-06,2683.2853113423207,0.0418825245091523,12.635831433927676,2.427923313785829e-12,36.31525276624172,137.18230635685362,136.54898025576773,13.499999999965267,55.38996854227028,55.628278397688355,8.077747210695813,0.9887493244564028,1.0491565766325157,0.00569489966847162,0.9707181643159651,4.555393585770118e-05,0.002220627788601855,21464.28588430094,0.970101430062313,1.1761633175203878,0.9247200371944796,4.555393585763018e-05,3169.517148252002,0.0813788369960203,0.18179093214973893,0.0021240518489982507,21296.053941687547,0.0019806434523540286,20573.47099394149,0.002966331504500468,27223.002451894892,2637345,5712.1492663456165,0.0021658710810855677,0.3142333164272024,16.160788262745953,1.0,1.0,120.14144497084548,16.160788262745953,-7,[0]
1.0,107.13878674648085,3055.172563009804,54.96317168520682,-0.05303445179534065,2.398215948967299,-0.6017840510327007,4.766229471329847e-06,1683.5027356343098,0.05269883316468516,12.460147712179637,2.924910449475862e-12,28.697090275979964,110.94155682638117,113.0692613775104,13.499999999966656,54.13404514284717,53.18418702476568,8.077747210692547,0.9871639004675893,1.0540170159310227,0.0057998038386310865,0.9665302086352294,4.555393585745715e-05,0.006872204741116956,15031.945012276596,0.9629825472177439,1.2386701558225297,0.9081450275204079,4.555393585734901e-05,3052.9041104407625,0.11530214098562344,0.2187229941777834,0.005571444330775204,14980.183656476751,0.0047114949778713664,14415.693282537333,0.018319286282620903,19277.652491970985,1921332,7855.31177377453,0.004088471838169837,0.18500295441920558,9.514565827534906,1.0,1.0,87.52423469387755,9.514565827534906,-316,[9]
1.0,132.06994633465965,3470.686025772543,58.64989406706443,0.12874824311079866,2.1020836495310173,-0.8979163504689824,3.50973841534906e-06,1751.7650031876983,0.044857428080236884,12.720676489737004,3.333903520006537e-12,29.59168752141407,133.63163059988727,134.04121890156085,13.499999999964594,60.44079039252899,60.52941895237315,8.077747210694882,0.9897170004892909,1.0417633410672855,0.004898478607611925,0.9730019558355743,4.5553935857901295e-05,0.0010998680216014328,21331.6656091671,0.9685250665727615,1.1587775061124697,0.9208222858093134,4.5553935857830734e-05,3650.759501110104,0.06258386546891835,0.1882002160023341,0.0009908850110988759,21208.57750611247,0.0008907606229623922,20453.56102902847,0.0015435374392999233,25431.86347188264,2825103,5368.259991241554,0.0019001997418294323,0.35004976982040975,18.00280210835366,1.0,1.0,128.69456086005832,18.00280210835366,-38,[2]
1.0,137.98633965008437,4129.200054331314,64.12378061637807,-0.26718820442981633,2.529893662153152,-0.47010633784684874,1.2491445889340437e-05,2817.6021545251883,0.06678768855445802,12.442784120314101,2.6135573739927143e-12,34.16121842487406,140.5275507673601,144.67787270892367,13.499999999968178,64.51663137791728,64.48369591495913,8.077747210693747,0.9802243664376916,1.1121201536849459,0.005100900539664381,0.9499228835155871,4.555393585740643e-05,0.005369416692035914,23450.100244498775,0.9623386786392928,3.2626256472738335,0.9069548822063435,4.5553935857283184e-05,4257.487532950876,2.0978304557168426,0.22513670617819595,0.0049736876430407344,22759.552726165068,0.004480131590282611,21657.794011004116,0.008590223896870693,164452.45245202552,2453731,8265.61378408339,0.0033685900304814957,0.20695853319730548,10.643725090000034,1.0,1.0,111.77710459183673,10.643725090000034,-117,[8]
1.0,122.54069724380487,2762.4750114196986,52.27292776716663,-0.05714076038737097,1.9456492415108948,-1.0543507584891052,3.946221429464816e-06,1345.3347113295301,0.04145622474462286,12.627399132310375,2.4852058345264938e-12,27.19776669038272,122.98493703949694,123.90330244692338,13.499999999974248,55.12596095878562,55.316075400287986,8.077747210695248,0.9903471128811502,1.0396406409187737,0.005668237432748377,0.9746679887551244,4.555393585794875e-05,0.00034021757387585545,18284.16259146059,0.9697765382878689,1.134903231957289,0.9234371268532237,4.5553935857886794e-05,3046.8432547815028,0.04745731425867982,0.1781505167138082,0.00032342950107983834,18273.883258651924,0.00030548892685689226,17700.09988827387,0.0004203515023290568,20869.616216989227,2680017,4761.542191561843,0.0017766835775899343,0.38102301473097544,19.5957333051505,1.0,1.0,122.08532252186589,19.5957333051505,22,[2]
1.0,213.79283136895265,1678.866051561332,39.649495318490615,-0.907483180567212,3.389058321874227,0.38905832187422723,0.0019572141547016986,575.5903722590524,0.308969282784468,10.0656293857656,1.8108362032087655e-12,14.326483371107523,215.30711451210743,215.07879818559033,13.499999999983132,45.95483608894049,47.04097464715806,8.07774721069858,0.9006409166817536,3.368521957941405,0.008256578189418164,0.7801335434735196,4.555393585732906e-05,3.1393978893386125e-05,43357.74297525613,0.9424886755671108,3517.6223683238527,0.8625664322036013,4.5553935856693175e-05,2079.7793626013954,3514.992685479519,0.3239448237234684,3.4257864056658675e-05,39359.69542734726,3.251056227742079e-05,36736.365592000126,0.05369800621083282,230498931.93477133,4689465,4604.83464791201,0.0009819530901525036,0.5721044236092026,29.422909573213747,1.0,1.0,213.62358782798833,29.422909573213747,2,[4]
1.0,125.7554628970277,4033.9462011199726,63.24936980868532,0.03722935930228677,2.1963757902943515,-0.8036242097056491,5.011413825065493e-06,3554.2080801714887,0.046514187703489196,12.617282766933878,2.532675675084861e-12,40.29770992358333,128.82556992236704,128.6120891102193,13.499999999965159,65.77266427238999,65.4472226878132,8.077747210695463,0.9883618923914672,1.056052355497827,0.005544091756711191,0.9699519233914297,4.555393585778255e-05,0.0016035268536323613,20374.460358695105,0.9691331431745063,2.093442878685455,0.9227520296264292,4.555393585768954e-05,4187.389941082867,0.9726918425973083,0.1895654739706656,0.0015054217343861878,19876.219229369242,0.0014006731994608069,19183.962138090064,0.0023808703584677696,85290.89464926418,2568480,5436.380134703521,0.0021165748359743978,0.3244004554956105,16.68367674443405,1.0,1.0,117.00437317784257,16.68367674443405,1,[0]
